name,location,categories,rating,Type,latitude,longitude,free_bikes,price_num
Spiritland,"001186 - Belvedere Road 1, South Bank","[{'alias': 'international', 'title': 'International'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,Restaurant,51.50613324,-0.114686385,20,
Caprini Restaurant,"001186 - Belvedere Road 1, South Bank","[{'alias': 'italian', 'title': 'Italian'}]",3.5,Restaurant,51.50613324,-0.114686385,20,2.0
Poole,"001186 - Belvedere Road 1, South Bank","[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,Restaurant,51.50613324,-0.114686385,20,
Cozzo,"001026 - Roscoe Street, St. Luke's","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,Restaurant,51.52295439,-0.094934859,9,2.0
Pham Sushi,"001026 - Roscoe Street, St. Luke's","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,Restaurant,51.52295439,-0.094934859,9,2.0
Korean Bbq and Vegan,"001026 - Roscoe Street, St. Luke's","[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'vegan', 'title': 'Vegan'}]",3.5,Restaurant,51.52295439,-0.094934859,9,
Iskele,"001026 - Roscoe Street, St. Luke's","[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}]",3.5,Restaurant,51.52295439,-0.094934859,9,2.0
Monohon Ramen,"001026 - Roscoe Street, St. Luke's","[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,Restaurant,51.52295439,-0.094934859,9,2.0
Look Mum No Hands!,"001026 - Roscoe Street, St. Luke's","[{'alias': 'bikes', 'title': 'Bikes'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bike_repair_maintenance', 'title': 'Bike Repair/Maintenance'}]",4.0,Restaurant,51.52295439,-0.094934859,9,1.0
The Salad Kitchen,"001026 - Roscoe Street, St. Luke's","[{'alias': 'salad', 'title': 'Salad'}]",4.5,Restaurant,51.52295439,-0.094934859,9,1.0
Keneddy's Whitecross,"001026 - Roscoe Street, St. Luke's","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,Restaurant,51.52295439,-0.094934859,9,
Carnevale,"001026 - Roscoe Street, St. Luke's","[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,Restaurant,51.52295439,-0.094934859,9,2.0
Kennedy's,"001026 - Roscoe Street, St. Luke's","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,Restaurant,51.52295439,-0.094934859,9,1.0
Pasta Nostra,"001026 - Roscoe Street, St. Luke's","[{'alias': 'italian', 'title': 'Italian'}]",5.0,Restaurant,51.52295439,-0.094934859,9,
Cháo,"001026 - Roscoe Street, St. Luke's","[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'food', 'title': 'Food'}]",4.0,Restaurant,51.52295439,-0.094934859,9,3.0
Vecchio Parioli,"001026 - Roscoe Street, St. Luke's","[{'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.52295439,-0.094934859,9,2.0
Yum Bowl,"001026 - Roscoe Street, St. Luke's","[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,Restaurant,51.52295439,-0.094934859,9,
Sunny's Olive Tree,"001026 - Roscoe Street, St. Luke's","[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,Restaurant,51.52295439,-0.094934859,9,1.0
Baracca,"001026 - Roscoe Street, St. Luke's","[{'alias': 'italian', 'title': 'Italian'}]",3.0,Restaurant,51.52295439,-0.094934859,9,2.0
Venezia Bacaro,"001026 - Roscoe Street, St. Luke's","[{'alias': 'italian', 'title': 'Italian'}]",3.5,Restaurant,51.52295439,-0.094934859,9,2.0
The Posh Burger Co,"001026 - Roscoe Street, St. Luke's","[{'alias': 'burgers', 'title': 'Burgers'}]",5.0,Restaurant,51.52295439,-0.094934859,9,
Pasta Cosi,"001026 - Roscoe Street, St. Luke's","[{'alias': 'delis', 'title': 'Delis'}]",4.0,Restaurant,51.52295439,-0.094934859,9,1.0
Market Café,"001026 - Roscoe Street, St. Luke's","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,Restaurant,51.52295439,-0.094934859,9,
Dishoom,"003502 - Palissy Street, Shoreditch","[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Restaurant,51.526293,-0.073955,16,2.0
Smoking Goat,"003502 - Palissy Street, Shoreditch","[{'alias': 'thai', 'title': 'Thai'}]",4.0,Restaurant,51.526293,-0.073955,16,2.0
Shoreditch Fish & Chips,"003502 - Palissy Street, Shoreditch","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.5,Restaurant,51.526293,-0.073955,16,
Cecconi's,"003502 - Palissy Street, Shoreditch","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,Restaurant,51.526293,-0.073955,16,
Rochelle Canteen,"003502 - Palissy Street, Shoreditch","[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.526293,-0.073955,16,2.0
Lahpet,"003502 - Palissy Street, Shoreditch","[{'alias': 'burmese', 'title': 'Burmese'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,Restaurant,51.526293,-0.073955,16,3.0
Andina,"003502 - Palissy Street, Shoreditch","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",4.0,Restaurant,51.526293,-0.073955,16,2.0
Burro E Salvia Pastificio,"003502 - Palissy Street, Shoreditch","[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,Restaurant,51.526293,-0.073955,16,2.0
Franze & Evans Cafe Shoreditch,"003502 - Palissy Street, Shoreditch","[{'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.526293,-0.073955,16,2.0
Beigel Shop,"003502 - Palissy Street, Shoreditch","[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Restaurant,51.526293,-0.073955,16,1.0
Blanchette Brick Lane,"003502 - Palissy Street, Shoreditch","[{'alias': 'french', 'title': 'French'}, {'alias': 'bistros', 'title': 'Bistros'}]",4.0,Restaurant,51.526293,-0.073955,16,2.0
brat,"003502 - Palissy Street, Shoreditch","[{'alias': 'british', 'title': 'British'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,Restaurant,51.526293,-0.073955,16,
Hoi Polloi,"003502 - Palissy Street, Shoreditch","[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,Restaurant,51.526293,-0.073955,16,2.0
Cafe Twelve,"003502 - Palissy Street, Shoreditch","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.526293,-0.073955,16,1.0
Taste Of China,"003502 - Palissy Street, Shoreditch","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,Restaurant,51.526293,-0.073955,16,1.0
Olives And Figs,"003502 - Palissy Street, Shoreditch","[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,Restaurant,51.526293,-0.073955,16,2.0
Mãos,"003502 - Palissy Street, Shoreditch","[{'alias': 'supperclubs', 'title': 'Supper Clubs'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,Restaurant,51.526293,-0.073955,16,
Well and Bucket,"003502 - Palissy Street, Shoreditch","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.526293,-0.073955,16,2.0
I Mattoni Italian Bistro,"003502 - Palissy Street, Shoreditch","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,Restaurant,51.526293,-0.073955,16,
Local Friends Chinese Restaurant,"003502 - Palissy Street, Shoreditch","[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,Restaurant,51.526293,-0.073955,16,
North Sea Fish Restaurant,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,Restaurant,51.5262503,-0.123509611,12,2.0
The Marquis Cornwallis,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.5262503,-0.123509611,12,2.0
The King Of Falafel,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'falafel', 'title': 'Falafel'}]",4.0,Restaurant,51.5262503,-0.123509611,12,1.0
Casa Tua,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Restaurant,51.5262503,-0.123509611,12,2.0
49 Cafe,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'british', 'title': 'British'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.5262503,-0.123509611,12,1.0
Pizza Sophia,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,Restaurant,51.5262503,-0.123509611,12,2.0
The Harrison,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'bedbreakfast', 'title': 'Bed & Breakfast'}]",4.0,Restaurant,51.5262503,-0.123509611,12,2.0
Chilli Cool,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,Restaurant,51.5262503,-0.123509611,12,2.0
Saucy Restaurant,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Restaurant,51.5262503,-0.123509611,12,
Pitted Olive Cafe,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.5262503,-0.123509611,12,
China House,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,Restaurant,51.5262503,-0.123509611,12,2.0
Norfolk Arms,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'tapas', 'title': 'Tapas Bars'}]",3.5,Restaurant,51.5262503,-0.123509611,12,2.0
Continental Stores,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,Restaurant,51.5262503,-0.123509611,12,1.0
Moreish Cafe Deli,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'delis', 'title': 'Delis'}]",4.0,Restaurant,51.5262503,-0.123509611,12,1.0
Lumen Café,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'internetcafe', 'title': 'Internet Cafes'}]",4.0,Restaurant,51.5262503,-0.123509611,12,1.0
The King of Falafal,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'falafel', 'title': 'Falafel'}, {'alias': 'moroccan', 'title': 'Moroccan'}]",4.0,Restaurant,51.5262503,-0.123509611,12,
Nando's,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",5.0,Restaurant,51.5262503,-0.123509611,12,
Burger and Shake,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,Restaurant,51.5262503,-0.123509611,12,2.0
Nando's,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,Restaurant,51.5262503,-0.123509611,12,2.0
Pâtisserie Deux Amis,"003439 - Tavistock Place, Bloomsbury","[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,Restaurant,51.5262503,-0.123509611,12,2.0
José,"200193 - Snowsfields, London Bridge","[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,Restaurant,51.50215353,-0.083632928,31,2.0
Flat Iron,"200193 - Snowsfields, London Bridge","[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,Restaurant,51.50215353,-0.083632928,31,
Kin + Deum,"200193 - Snowsfields, London Bridge","[{'alias': 'thai', 'title': 'Thai'}]",4.5,Restaurant,51.50215353,-0.083632928,31,
The Garrison,"200193 - Snowsfields, London Bridge","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.50215353,-0.083632928,31,2.0
Texas Joe's,"200193 - Snowsfields, London Bridge","[{'alias': 'bbq', 'title': 'Barbeque'}]",4.5,Restaurant,51.50215353,-0.083632928,31,2.0
Champor-Champor,"200193 - Snowsfields, London Bridge","[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'thai', 'title': 'Thai'}]",4.0,Restaurant,51.50215353,-0.083632928,31,3.0
The Brigade,"200193 - Snowsfields, London Bridge","[{'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.50215353,-0.083632928,31,2.0
The Bermondsey Yard,"200193 - Snowsfields, London Bridge","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",3.5,Restaurant,51.50215353,-0.083632928,31,2.0
Franco Manca,"200193 - Snowsfields, London Bridge","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.50215353,-0.083632928,31,2.0
Kauboi Ramen,"200193 - Snowsfields, London Bridge","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,Restaurant,51.50215353,-0.083632928,31,
Santo Remedio,"200193 - Snowsfields, London Bridge","[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,Restaurant,51.50215353,-0.083632928,31,
Casse-Croute,"200193 - Snowsfields, London Bridge","[{'alias': 'french', 'title': 'French'}]",4.0,Restaurant,51.50215353,-0.083632928,31,2.0
Tanner and Co,"200193 - Snowsfields, London Bridge","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",3.0,Restaurant,51.50215353,-0.083632928,31,2.0
Trivet,"200193 - Snowsfields, London Bridge","[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,Restaurant,51.50215353,-0.083632928,31,
Dram & Smoke,"200193 - Snowsfields, London Bridge","[{'alias': 'scottish', 'title': 'Scottish'}, {'alias': 'importedfood', 'title': 'Imported Food'}]",5.0,Restaurant,51.50215353,-0.083632928,31,
Leather Exchange,"200193 - Snowsfields, London Bridge","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,Restaurant,51.50215353,-0.083632928,31,3.0
TĪNG,"200193 - Snowsfields, London Bridge","[{'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.50215353,-0.083632928,31,3.0
Eat-alia,"200193 - Snowsfields, London Bridge","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.50215353,-0.083632928,31,1.0
Hutong,"200193 - Snowsfields, London Bridge","[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,Restaurant,51.50215353,-0.083632928,31,4.0
Pizza Pilgrims,"200193 - Snowsfields, London Bridge","[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,Restaurant,51.50215353,-0.083632928,31,
Seabird,"000959 - Milroy Walk, South Bank","[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,Restaurant,51.50724437,-0.106237501,27,
Art Yard Bar & Kitchen,"000959 - Milroy Walk, South Bank","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,Restaurant,51.50724437,-0.106237501,27,
Sea Containers Restaurant,"000959 - Milroy Walk, South Bank","[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}]",3.5,Restaurant,51.50724437,-0.106237501,27,2.0
"OXO Tower Restaurant, Bar And Brasserie","000959 - Milroy Walk, South Bank","[{'alias': 'british', 'title': 'British'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Restaurant,51.50724437,-0.106237501,27,3.0
Sama Bankside,"000959 - Milroy Walk, South Bank","[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'british', 'title': 'British'}]",5.0,Restaurant,51.50724437,-0.106237501,27,
Sticky Mango,"000959 - Milroy Walk, South Bank","[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'modern_european', 'title': 'Modern European'}]",3.5,Restaurant,51.50724437,-0.106237501,27,
Blue Tree Kitchen,"000959 - Milroy Walk, South Bank","[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.50724437,-0.106237501,27,
Gourmet Pizza Company,"000959 - Milroy Walk, South Bank","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,Restaurant,51.50724437,-0.106237501,27,2.0
EAT.,"000959 - Milroy Walk, South Bank","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Restaurant,51.50724437,-0.106237501,27,1.0
Bincho Yakitori,"000959 - Milroy Walk, South Bank","[{'alias': 'japanese', 'title': 'Japanese'}]",3.5,Restaurant,51.50724437,-0.106237501,27,
Tamesa At Oxo Restaurant,"000959 - Milroy Walk, South Bank","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.5,Restaurant,51.50724437,-0.106237501,27,3.0
Peyton & Byrne,"000959 - Milroy Walk, South Bank","[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.0,Restaurant,51.50724437,-0.106237501,27,
Pret A Manger,"000959 - Milroy Walk, South Bank","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,Restaurant,51.50724437,-0.106237501,27,1.0
Coffee Mill,"000959 - Milroy Walk, South Bank","[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,Restaurant,51.50724437,-0.106237501,27,1.0
Eat Cafe,"000959 - Milroy Walk, South Bank","[{'alias': 'cafes', 'title': 'Cafes'}]",2.5,Restaurant,51.50724437,-0.106237501,27,
Wapping Fish Bar,"200034 - Wapping Lane, Wapping","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,Restaurant,51.504749,-0.057544,28,1.0
Cinnamon Coffee Shop,"200034 - Wapping Lane, Wapping","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,Restaurant,51.504749,-0.057544,28,1.0
Pizza Express,"200034 - Wapping Lane, Wapping","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,Restaurant,51.504749,-0.057544,28,2.0
Gastronomica Wapping,"200034 - Wapping Lane, Wapping","[{'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.504749,-0.057544,28,2.0
River View Chinese Restaurant,"200034 - Wapping Lane, Wapping","[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,Restaurant,51.504749,-0.057544,28,2.0
Laksha Bay,"200034 - Wapping Lane, Wapping","[{'alias': 'indpak', 'title': 'Indian'}]",2.0,Restaurant,51.504749,-0.057544,28,2.0
Coffique,"200034 - Wapping Lane, Wapping","[{'alias': 'cafes', 'title': 'Cafes'}]",3.0,Restaurant,51.504749,-0.057544,28,
Chillies Tandoori,"001095 - LSBU (Borough Road), Elephant & Castle","[{'alias': 'indpak', 'title': 'Indian'}]",4.5,Restaurant,51.49874469,-0.103132904,34,
Paladar,"001095 - LSBU (Borough Road), Elephant & Castle","[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,Restaurant,51.49874469,-0.103132904,34,
The Albert Arms,"001095 - LSBU (Borough Road), Elephant & Castle","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,Restaurant,51.49874469,-0.103132904,34,2.0
Castle Fish Bar,"001095 - LSBU (Borough Road), Elephant & Castle","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",5.0,Restaurant,51.49874469,-0.103132904,34,
Three O Two,"001095 - LSBU (Borough Road), Elephant & Castle","[{'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.49874469,-0.103132904,34,3.0
80 Stone Cafe,"001095 - LSBU (Borough Road), Elephant & Castle","[{'alias': 'cafes', 'title': 'Cafes'}]",5.0,Restaurant,51.49874469,-0.103132904,34,
Beijing House,"001095 - LSBU (Borough Road), Elephant & Castle","[{'alias': 'chinese', 'title': 'Chinese'}]",2.5,Restaurant,51.49874469,-0.103132904,34,2.0
